,id,cod_reunion,online_users,legislative_body_initials,youtube_status,max_online_users,created,modified,is_visible,reunion_type,title_reunion,reunion_object,reunion_theme,date,legislative_body,location,questions_count,answered_questions_count,messages_count,votes_count,participants_count,videos,youtube_id
1824,2073,62211,0,CVT,2,21,2021-07-05T15:07:03.659510-03:00,2022-12-18T00:41:49.370502-03:00,True,Audiência Pública,VIAÇÃO E TRANSPORTES,"(REQ 39/2021, do Deputado Domingos Sávio, subscrito pelo deputado Bosco Costa.)

Convidados:

. MARCELO DA COSTA VIEIRA - Secretário Nacional de Transportes Terrestres, representando o Ministro da Infraestrutura  (Confirmado)

. GILSON GONÇALVES DE MATOS - Superintendente de Transporte Ferroviário (SUFER) e RENAN ESSUCY GOMES BRANDÃO - Superintendente de Concessão da Infraestrutura (SUCON) da Agência Nacional de Transportes Terrestres - ANTT  (Confirmados)

. JOÃO LEITE - Deputado Estadual de Minas Gerais, representante da Comissão Ferroviária da Assembleia Legislativa de Minas Gerais (ALMG) (Confirmado)

. MARCOS VINÍCIUS - 2º vice-presidente da Associação Mineira de Municípios (AMM) e Prefeito de Coronel Fabriciano (Confirmado)

. BRUNO MARTINELLO LIMA, Secretário de Fiscalização de Infraestrutura Portuária e Ferroviária do Tribunal de Contas da União (TCU) (Confirmado)
",Prorrogação da concessão da Ferrovia Centro Atlântica,2021-07-15T13:10:44-03:00,Comissão de Viação e Transportes,"Anexo II, Plenário 11",6,0,10,18,10,"[{'id': 2336, 'video_id': 'ul_aYc_Leqk', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 2282, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",ul_aYc_Leqk
1825,1451,58800,0,CFFC,2,5,2019-11-21T16:10:02.302222-03:00,2022-12-18T00:59:51.430974-03:00,True,Audiência Pública,FISCALIZAÇÃO FINANCEIRA E CONTROLE,"REQ 68/2019 CFFC, do deputado Léo Motta, subscrito pelos deputados Gilberto Abramo, Marcel Van Hattem, Silvio Costa Filho, Hildo Rocha

1) JAIRO MISSON CORDEIRO (Confirmado)
   Secretário de Fiscalização de Infraestrutura Portuária e Ferroviária
   TCU
2) JORGE MELLO (Confirmado)
   Diretor-Presidente
   TLSA
3) MARCELO CHAGAS (Confirmado)
   Diretor de Infraestrutura Ferroviária
   DNIT
4) MARCOS KLEBER RIBEIRO FELIX (Confirmado)
   Assessor Especial
   Ministério da Infraestrutura
5) MÁRIO RODRIGUES JÚNIOR (Confirmado)
   Diretor-Geral
   ANTT
",Situação das Obras de Implantação da Ferrovia Transnordestina,2019-12-04T09:24:58-03:00,Comissão de Fiscalização Financeira e Controle,"Anexo II, Plenário 09",0,0,0,0,0,"[{'id': 1120, 'video_id': 'HbvyvYOe_sc', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1119, 'video_id': 'Zi68BYtMDpA', 'title': None, 'is_attachment': False, 'order': 0}]",HbvyvYOe_sc
1826,2464,63821,0,CTASP,0,60,2021-11-08T13:24:06.449231-03:00,2022-12-19T13:03:50.758286-03:00,True,Audiência Pública,"Audiência Pública Extraordinária - Conjunta das
Comissões CDEICS e CTASP (virtual)","Local:  Plenário 07 do Anexo II da Câmara dos Deputados
Data: 16/11/2021
Horário: 14:00
     
REUNIÃO DE AUDIÊNCIA PÚBLICA
(Requerimento nº 123/21CTASP, do Deputado Afonso Motta e Requerimento 62/21CDEICS-  do Deputado Augusto Coutinho)          
  
TEMA
""Requer a realização de audiência pública para debater a regularização profissional dos trabalhadores que exercem atividades de transporte de passageiros e entrega de mercadorias, com uso das plataformas digitais

CONVIDADOS

RAFAEL GROHMANN 
Professor do Mestrado e Doutorado em Comunicação da Universidade do Vale do Rio dos Sinos (Unisinos) 

CARINA TRINDADE 
Presidente do Sindicato dos Motoristas de Transporte Privado Individual de Passageiros por Aplicativos do Rio Grande do Sul - SIMTRAPILI - RS 

MARCIO VIEIRA GUIMARAES 
Presidente Cooperativa de Mobilidade Urbana do Rio Grande do   Sul - COMOBI-RS 

PEDRO LUIZ CORRÊA OSÓRIO E ANTÔNIO ESCOSTEGUY CASTRO 
Representantes da Cop Advogados 

TADEU HENRIQUE LOPES DA CUNHA
Procurador do Trabalho e Coordenador da Coordenadoria Nacional de Combate às Fraudes nas Relações de Trabalho (CONAFRET) 

MARIA CRISTINA MATTIOLI
Conselheira do Conselho de Emprego e Relações do Trabalho da Federação do Comércio de Bens, Serviços e Turismo do Estado de São Paulo (FECOMERCIOSP) e ex Desembargadora do TRT-15.

RODRIGO TRINDADE
Representante da Associação Nacional dos Magistrados da Justiça do Trabalho - ANAMATRA 

FLÁVIO PROL
Diretor-Executivo da Associação Brasileira de Mobilidade e Tecnologia - AMOBITEC  

VITOR MAGNANI
Presidente da Associação Brasileira Online To Offline ABO2O 

PEDRO NERY 
Consultor Legislativo Senado 

RICARDO MOREIRA
Secretário Executivo Adjunto de Trabalho do Ministério do Trabalho 
 

PAULO XAVIER JÚNIOR
Presidente da Frente de Apoio Nacional dos Motoristas Autônomos - FANMA 

FAUSTO AUGUSTO JÚNIOR
Diretor Técnico do Departamento Intersindical, de Estatística e Estudos Socioeconômicos - DIEESE 

ANA CLÁUDIA MOREIRA CARDOSO
Doutorado em Sociologia pela Universidade de São Paulo - USP e Universidade de Paris 8, com Pesquisa de Pós-Doutorado pelo Centre de Recherche Sociologique et Politique de Paris - CRESPPA


",Regularização Profissional dos Prestadores de Serviços de Aplicativos,2021-11-16T14:46:52-03:00,"Comissão de Trabalho, de Administração e Serviço Público","Anexo II, Plenário 07",15,0,47,33,25,"[{'id': 3050, 'video_id': '6NF26gOhRmQ', 'title': 'Clique aqui para assistir', 'is_attachment': True, 'order': 2}, {'id': 3010, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",
1827,1755,60760,0,CEXCORVI,2,108,2021-03-22T19:28:02.473558-03:00,2022-12-18T00:51:49.343369-03:00,True,Reunião Deliberativa,COMISSÃO EXTERNA DE ENFRENTAMENTO À COVID_19,"I) Audiência Pública com o tema:  ""Crise no Fornecimento de Medicamentos necessários para Intubação"" (REQ 14/2021)

1) BRENO MONTEIRO (Confirmado)
   Presidente da Confederação Nacional de Saúde. -
2) CEL. LUIZ OTÁVIO FRANCO DUARTE   Secretário de Atenção Especializada à Saúde - MS
3) HEBER DOBIS (Confirmado)
   Consultor de Assistencia Farmaceutica do Conass
4) LEONARDO BARBERES (Confirmado)
   Representante da Federação Brasileira de Hospitais
5) MARCO AURÉLIO FERREIRA (Confirmado)
   Diretor de Relações Governamentais da Associação Nacional de Hospitais Privados - ANAHP
6) MEIRUZE SOUZA FREITAS (Confirmada)
   Diretora da ANVISA
7) MIRÓCLES VERA (Confirmado)
   Presidente da Federação das Santas Casas
8) NELSON MUSSOLINI (Confirmado)
   Presidente executivo do Sindicato da Indústria de Produtos Farmacêuticos no Estado de São Paulo
9) WILLAMES FREIRE BEZERRA   Presidente do CONASEMS

II) Requerimentos recebidos até às 19 horas do dia 22/03/2021:
",CRISE NO FORNECIMENTO DE MEDICAMENTOS NECESSÁRIOS PARA INTUBAÇÃO,2021-03-23T11:02:34-03:00,Comissão Externa da Câmara dos Deputados destinada a acompanhar o Enfrentamento à Pandemia da Covid-19 no Brasil,"Anexo II, Plenário 07",5,0,6,7,6,"[{'id': 1676, 'video_id': 'EwEfyfjjpx8', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1674, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",EwEfyfjjpx8
1828,2046,62154,0,CPD,2,32,2021-06-28T12:51:03.341784-03:00,2022-12-19T13:41:19.860843-03:00,True,Audiência Pública,DIREITOS DAS PESSOAS COM DEFICIÊNCIA,"1. PRISCILLA ROBERTA GASPAR DE OLIVEIRA, Secretária Nacional dos Direitos da Pessoa com Deficiência  ( **)

2. HUGO PORTO, Representante da Associação Nacional do Ministério Público de Defesa dos Direitos dos Idosos e Pessoas com Deficiência (AMPID) e ex-conselheiro do CONADE ( * )

3. CARLOS MACIEL, Coordenador do Coletivo Nacional dos trabalhadores e Trabalhadoras com Deficiência da Central Única dos Trabalhadores ( * )

4. FELIPE DE SANTA CRUZ OLIVEIRA SCALETSKY, Presidente da Ordem dos Advogados do Brasil (OAB)

5. HELENA LIMA, Presidente do Conselho Estadual dos Direitos da Pessoa com Deficiência do Piauí (CONEDE/PI) ( * )

6. MAURO EDUARDO CARDOSO E SILVA, Secretário de Estado para Inclusão da Pessoa com Deficiência do Piauí (SEID/PI) ( * )
 
LEGENDA:

( * ) Presença confirmada
( ** ) Não comparecerá

(REQ 31/2021 CPD, de autoria da deputada Rejane Dias )




",Suspensão das atividades do CONADE,2021-07-06T14:05:30-03:00,Comissão de Defesa dos Direitos das Pessoas com Deficiência,"Anexo II, Plenário 12",9,0,11,10,8,"[{'id': 2290, 'video_id': 'yOs1GLuq-cw', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 2228, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",yOs1GLuq-cw
1829,2818,65982,0,CPD,2,14,2022-06-29T10:56:04.096042-03:00,2022-12-18T20:13:48.781737-03:00,True,Audiência Pública,Defesa dos Direitos das Pessoas com Deficiência,"Convidados:

1) Rodrigo Martins Soares, Coordenador-Geral de Modernização Trabalhista do Ministério do Trabalho e Previdência; (*)

2) Marly Chagas Oliveira Pinto, Musicoterapeuta, Psicóloga, Doutora em Psicossociologia de Comunidades e Ecologia Social, Professora de musicoterapia da UFRJ; (*)

3) Eliamar Aparecida de Barros Fleury, Professora da Universidade Federal de Goiás - UFG, Doutora em Ciências da Saúde. Mestre em Música. Especialista em Musicoterapia na Educação Especial e em Musicoterapia na Saúde Mental; (*)

4) Coronel Médica Jacqueline Leite Frade, Diretora do Hospital da Força Aérea de Brasília; (*)

5) Renato Tocantins Sampaio, Bacharel em Musicoterapia, Licenciado em Música, Doutor em Neurociências, Professor de Musicoterapia na Universidade Federal de Minas Gerais. Professor do Programa de Pós-graduação em Música da UFMG e do Programa de Pós-graduação em Neurociências das UFMG. (*)


LEGENDA:
(  ) Não confirmado
(*) Presença confirmada
(**) Não virá

(Requerimento nº 28/2022, de autoria do deputado Professor Joziel.)
",Profissão de musicoterapeuta,2022-07-05T16:18:05-03:00,Comissão de Defesa dos Direitos das Pessoas com Deficiência,"Anexo II, Plenário 13",8,0,5,24,9,"[{'id': 3708, 'video_id': 'xloelsVvArQ', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 3667, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",xloelsVvArQ
1830,2755,65529,0,CDC,2,292,2022-06-07T12:01:03.580841-03:00,2022-12-19T12:03:40.846536-03:00,True,Audiência Pública,DEFESA DO CONSUMIDOR,"Requerimento nº 20/2022 do Deputado Celso Russomano , subscrito pelos Deputados Jorge Braz, José Nelto. Gilson Marques e Daniel Almeida

CONVIDADOS

Carlos Alberto Calixto Mattar (Confirmado)
Superintendente de Regulação dos Serviços de Distribuição da Agência Nacional de Energia Elétrica - Aneel

Guilherme Susteras (Confirmado)
Conselheiro da Associação Brasileira de Energia Elétrica Fotovoltaica - Absolar

Hewerton Martins (Confirmado)
Presidente do Movimento Solar Livre

Tarcísio Augusto Dário (Confirmado)
Diretor Adjunto do Centro-Oeste do Instituto Nacional de Energia Limpa - Inel

Arthur Rollo (Confirmado)
Presidente do Instituto Nacional de Defesa do Consumidor - Inadec

André Oswaldo (Confirmado)
Diretor Comercial da Enel Brasil S.A.

Augusto Dantas Borges (Confirmada)
Diretor-Presidente da CEA-Equatorial 

Caius Vinicius Sampaio Malagoni (Confirmado)
Diretor de Engenharia da CPFL Energia

Nilton Vessoni (Confirmado)
Superintendente da Light

João Paulo Neves Baptista Rodrigues (Confirmado)
Diretor de Relações Institucionais da Neoenergia Coelba

",Geração Distribuída de Energia Elétrica,2022-06-22T09:31:24-03:00,Comissão de Defesa do Consumidor,"Anexo II, Plenário 08",7,0,31,18,18,"[{'id': 3619, 'video_id': '0hxTAL9Co0U', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 3548, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",0hxTAL9Co0U
1831,805,54175,0,CESPO,2,134,2018-11-22T09:44:01.576516-02:00,2022-12-18T01:14:25.017021-03:00,True,Audiência Pública,ESPORTE,"Requerimento nº 246/2018.
Iniciativa do deputado Capitão Fábio Abreu.


CONVIDADOS:

Confirmados

PAULO SÉRGIO DE CASTILHO, 1º Procurador de Justiça do Juizado Especial Criminal de São Paulo e do Anexo do Torcedor;

MAJOR PM HILMAR FAULHABER NETO, Subcomandante do Batalhão Especializado de Policiamento em Estádios da Polícia Militar do Estado do Rio de Janeiro;

ALEX MINDUÍM, Presidente da Associação Nacional das Torcidas Organizadas do Brasil (Anatorg);

PEDRO SAMPAIO, Presidente da Torcida Organizada Força Jovem (Vasco);

RODRIGO GONZALEZ TAPIA, Presidente da Torcida Organizada Gaviões da Fiel (CORINTHIANS).


Aguardando confirmação

LEANDRO CRUZ FRÓES DA SILVA, Ministro do Esporte;

JOSÉ EDUARDO CIOTOLA GUSSEM, Procurador-Geral de Justiça do Estado do Rio de Janeiro;

Representante da Torcida Organizada Raça Rubro Negra (Flamengo);

Representante da Torcida Organizada Mancha Verde (Palmeiras);

Representante da Torcida Organizada Independente (São Paulo);

Representante da Torcida Organizada Camisa 12 (Internacional);

Comandante do Batalhão Especializado em Policiamento de Eventos São Paulo;

Comandante do Batalhão Especializado em Policiamento de Eventos de Minas Gerais;

WANDERLEY BENEVIDES, Consultor de Segurança em Estádios;

Representantes da grande mídia nacional esportiva.



Ausência justificada

DARCY DE SOUZA FILHO, Procurador-Geral de Justiça do Estado de Minas Gerais;

FABIANO DALLAZEN; Procurador-Geral de Justiça do Estado do Rio Grande do Sul;

CEL MÁRIO YUKIO IKEDA, Comandante-Geral da Brigada Militar do Estado do Rio Grande do Sul;

MAURO CEZAR PEREIRA, ESPN;

ERIC FARIA, TV Globo.","Debate sobre alterações no Estatuto de Defesa do Torcedor, revogando dispositivos que dispõem sobre torcida organizada e dá outras providências.",2018-12-12T15:28:47-02:00,Comissão do Esporte,"Anexo II, Plenário 04",14,0,63,47,22,"[{'id': 557, 'video_id': 'GLG9hl5g2gw', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 547, 'video_id': 'lvIKWd6yZms', 'title': 'Território de torcer - FGV', 'is_attachment': True, 'order': 1}, {'id': 546, 'video_id': 'RZUt-QtDGKw', 'title': 'Audiência pública no Senado', 'is_attachment': True, 'order': 4}, {'id': 545, 'video_id': 'Onj9w3YHgr0', 'title': '#Grito de Paz', 'is_attachment': True, 'order': 2}, {'id': 544, 'video_id': 'kz2FJc9I6SM', 'title': '15 anos do Estatuto do Torcedor: especialistas ainda divergem', 'is_attachment': True, 'order': 3}]",GLG9hl5g2gw
1832,2626,64979,0,GTSISGOV,2,11,2022-04-28T10:45:02.636693-03:00,2022-12-18T20:15:59.307543-03:00,True,Reunião,SISTEMA DE GOVERNO SEMIPRESIDENCIALISTA,"Debates sobre Sistema de Governo Semipresidencialista,  com os membros do Conselho Consultivo do Grupo de Trabalho.",Sistema de Governo Semipresidencialista,2022-05-04T14:06:15-03:00,Grupo de Trabalho (GTSISGOV) destinado a analisar e debater temas relacionados ao sistema de governo semipresidencialista,"Anexo II, Plenário 06",3,0,9,4,7,"[{'id': 3348, 'video_id': 'eAX9Z5n36t8', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 3339, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",eAX9Z5n36t8
1833,775,53505,0,CSSF,2,5,2018-08-02T14:15:01.362817-03:00,2022-12-18T01:15:46.640284-03:00,True,Audiência Pública,SEGURIDADE SOCIAL E FAMÍLIA,"Requerimento nº 694, do Deputado Flavinho        
              
CONVIDADOS


HERBERT CLAROS DA SILVA - CONFIRMADO
Diretor do Sindicato dos Metalúrgicos de São José dos Campos e Região

RENATA BELZUNCES DOS SANTOS - CONFIRMADO
Representante do DIEESE.

ATNAGORAS LOPES - CONFIRMADO
Representante da Central Sindical e Popular -  CONLUTAS


",Debate sobre a previdência da EMBRAER,2018-08-07T10:51:35-03:00,Comissão de Seguridade Social e Família,"Anexo II, Plenário 07",0,0,0,0,0,"[{'id': 496, 'video_id': '2fU4EYQEfCs', 'title': None, 'is_attachment': False, 'order': 0}]",2fU4EYQEfCs
1834,1202,57276,0,CMADS,2,7,2019-09-09T15:50:02.664419-03:00,2022-12-18T01:05:27.466582-03:00,True,Audiência Pública,MEIO AMBIENTE E DES.  SUSTENTÁVEL,"1) ANDRÉ GUIMARÃES (**)   Diretor
   Ipam - Instituto de Pesquisa Ambiental da Amazônia
2) ANDRÉ SÓCRATES (*)   Coordenador Geral
   Sinaflor - Sistema Nacional de Controle da Origem de Produtos Florestais
3) BRUNA DE VITA (**)   Coordenadora Geral
   CGPT - Coordenação Geral de Populações Tradicionais, do ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade
4) JEANICOLAU LACERDA (*)   Assessor
   Precious Wood Empresa de concessão Florestal
5) REPRESENTANTE   Fórum Nacional de Atividades da Base Florestal
6) SUELY ARAÚJO (*)  Ex-Presidente
   Ibama - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis

(*) Presença confirmada
(**) Não virá
",SINAFLOR - SISTEMA NACIONAL DE CONTROLE DA ORIGEM PRODUTOS FLORESTAIS,2019-09-24T14:27:59-03:00,Comissão de Meio Ambiente e Desenvolvimento Sustentável,"Anexo II, Plenário 08",0,0,0,0,0,"[{'id': 897, 'video_id': 'EDg5HBMAXX8', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 896, 'video_id': 'BvlQ9ITqtPQ', 'title': None, 'is_attachment': False, 'order': 0}]",EDg5HBMAXX8
1835,1217,57282,0,CINDRA,2,7,2019-09-11T19:00:02.575272-03:00,2022-12-18T01:05:30.956430-03:00,True,Audiência Pública,"INTEGRAÇÃO NACIONAL, DESENV. REGIONAL E AMAZÔNIA","Convidados: 


Ricardo Sampaio da Silva Fonseca, Diretor do Departamento de Políticas Regulatórias, da Secretaria Nacional de Aviação Civil - SAC, do Ministério de Estado da Infraestrutura;**

General Antônio Leite dos Santos Filho, Diretor-Geral do Departamento Nacional de Infraestrutura de Transportes - DNIT. **



(A audiência atende aos Requerimentos nº 1/2019, de autoria do deputado Júnior Ferrari, e nº 17/2019, de autoria do deputado José Ricardo)



** Presença confirmada. ","BRs 163, 230, 317 e 319 e privatizações de aeroportos na região Norte",2019-09-24T14:21:23-03:00,"Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia","Anexo II, Plenário 15",6,5,2,6,2,"[{'id': 893, 'video_id': 'ukagZDfWXqw', 'title': None, 'is_attachment': False, 'order': 0}]",ukagZDfWXqw
1836,427,48795,0,CVT,2,32,2017-09-18T12:04:02.098778-03:00,2022-12-18T01:25:08.675730-03:00,True,Seminário,VIAÇÃO E TRANSPORTES,"Tema: 20 anos do Código de Trânsito Brasileiro

9H às 10H- ABERTURA

Composição da Mesa:

- Deputado RODRIGO MAIA - Presidente da Câmara dos Deputados;
- Deputado ALTINEU CÔRTES - Presidente da Comissão de Viação e Transportes da Câmara dos Deputados;
- Deputado HUGO LEAL - Membro da Comissão de Viação e Transportes e Presidente da Frente Parlamentar em Defesa do Trânsito Seguro;
- Deputada CHRISTIANE DE SOUZA YARED - Membro da Comissão de Viação e Transportes e VIice-Presidente da Frente Parlamentar em Defesa do Trânsito Seguro;
- ROSSIELI SOARES DA SILVA - Secretário de Educação Básica, representando o Ministro de Estado da Eduacação, JOSÉ MENDONÇA BEZERRA FILHO;
- ELMER COELHO VICENZI - Diretor do Departamento Nacional de Trânsito e Presidente do Conselho Nacional de Trãnsito, representando o Ministro de Estado das Cidades, BRUNO ARAUJO;
- JOSÉ AURÉLIO RAMALHO - Presidente do Observatório Nacional de de Segurança Viária; 
- WAGNER LIMA - Presidente do Instituto MOBIH, Mobilidade Humana Inteligente e Segura.


10H às 12H - PRIMEIRO PAINEL - 20 ANOS DO CTB - HISTÓRIAS E CONQUISTAS

Mediadora: 
- Deputada CHRISTIANE DE SOUZA YARED - Membro da Comissão de Viação e Transportes da Câmara dos Deputados e Vice-Presidente da Frente Parlamentar em Defesa do Trânsito Seguro.

Painelistas:
- BETO ALBUQUERQUE - ex-Deputado Federal (""A importância do Plano Nacional de Redução de Mortes e Lesões no Trânsito para o país"");
- ARY KARA JOSÉ - ex-Deputado Federal e relator do CTB na Câmara (""Nos bastidores da relatoria do CTB"");
- DEOLINDO PAULO CARNIEL - Presidente da Federação Nacional dos Policiais Rodoviários Federais - FENAPRF (""20 anos de realizações da PRF no contexto do CTB e os desafios dos agentes de trânsito"");
- FÁBIO NEY DAMASCENO - Secretário de Mobilidade Urbana do Distrito Federal - (""Programa: BRASÍLIA SEGURA"");
- Professor LEANDRO PIQUET - Líder do programa Brasília Vida Segura no Centro de Liderança Pública (""O papel das ONGs na elaboração de políticas públicas para a segurança no trânsito"");
- MOISE EDMOND SEID - Associação Brasileira de Medicina de Tráfego - ABRAMET- membro da comissão do CTB (""O envolvimento da ABRAMET na elaboração do CTB e no combate ao consumo de álcool no trânsito"");
- JOÃO PEDRO CORRÊA - Criador e consultor do Programa Volvo de Segurança Viária (""A responsabilidade social das empresas na realização de ações para a prevenção de acidentes de trânsito"");
- DANIELA FERNANDES NUNES - Coordenadora de Projetos da Fundação Thiago Gonzaga, representando a presidente Diza Gonzaga (""O papel da sociedade civil para um trânsito seguro: Programa Vida Urgente 20 anos"");

12H às 13H: COQUETEL ALMOÇO

13H às 15H - SEGUNDO PAINEL - CTB MAIS 20 ANOS - DESAFIOS E EXPECTATIVAS

Moderador:
- Deputado HUGO LEAL - Membro da Comissão de Viação e Transportes e Presidente da Frente Parlamentar em Defesa do Trânsito Seguro.

Painelistas:
- RENATO BORGES DIAS - Diretor-Geral da Polícia Rodoviária Federal - PRF (""Como enfrentar os desafios de um trânsito cada vez mais complexo"");
- ELMER COELHO VICENZI - Diretor-Geral do Departamento Nacional de Trânsito - DENATRAN (""O papel do Sistema Nacional de Trânsito na promoção da educação para o trânsito e as inovações em segurança veicular"");
- JONAS DONIZETE - Prefeito do Município de Campinas/SP (""A ótica dos municípios de segurança do trânsito e as novas ferramentes para a mobilidade urbana"");
- JOSÉ AURÉLIO RAMALHO - Presidente do Observatório Nacional de Segurança Viária - ONSV (""Perspectivas para a segurança viária nos próximos 20 anos de legislação de trânsito"");
- RODOLFO RIZZOTTO - Coordenador do programa SOS Estradas (""A importância da análise de dados para a gestão do trânsito e redução de acidentes"");
- FÁBIO ANTINORO -  Advogado da representação em Brasília da Associação Nacional de Transportes Públicos - ANTP, representando o presidente Ailton Brasiliense (""A importância da Política Nacional de Trânsito para a segurança viária""); e
- Ten Cel MARCO ANDRADE- Coordenador da Operação Lei Seca/RJ (""O fator Lei Seca na redução de acidentes de trânsito"").

15H às 16H - TROFÉU 20 ANOS CTB

16H - ENCERRAMENTO",20 ANOS DO CÓDIGO DE TRÂNSITO BRASILEIRO,2017-09-19T09:43:50-03:00,Comissão de Viação e Transportes,Auditório Nereu Ramos,14,0,3,16,5,"[{'id': 115, 'video_id': 'OsMkSkt7YU0', 'title': None, 'is_attachment': False, 'order': 0}]",OsMkSkt7YU0
1837,2271,63001,0,CVT,2,11,2021-09-08T14:34:03.206690-03:00,2022-12-18T00:36:02.859396-03:00,True,Audiência Pública,VIAÇÃO E TRANSPORTES,"(REQ 36/2021 e REQ 55/2021 CVT, do deputado Roman )

. RÔMULO QUINTINO - Vereador de Cascavel-PR; (Confirmado)

. VALDECIR ALCÂNTARA - Vereador de Cascavel - PR; (Confirmado)

. THAÍS LABRE - Diretora-Presidente da Concessionária de Rodovias do Lote 05 - PR S/A - Rodonorte; (Confirmada)



. GUILHERME NOGUEIRA DE CASTRO -  Diretor-Presidente da Rodovias Integradas do Paraná S/A - Viapar. (Não comparecerá)

. LUIZ EDUARDO BARROS MANARA  - Diretor Presidente e de Engenharia e Obras da Empresa Concessionária de Rodovias do Norte S/A - Econorte; (Não comparecerá)

. MARCO ANTÔNIO CASSOU - Presidente do Conselho de Administração da Ecorodovias, representando a a  Rodovias das Cataratas S/A - Ecocataratas e a Ecovia Caminhos do Mar S/A; (Não comparecerá)

. PAULO RODRIGUES NAVES JÚNIOR -  Diretor-Presidente da Caminhos do Paraná S/A - Caminhos do Paraná; (Não comparecerá) 




",Pedágio e Concessões Rodoviárias no Estado do Paraná,2021-09-23T10:10:40-03:00,Comissão de Viação e Transportes,"Anexo II, Plenário 11",0,0,1,0,1,"[{'id': 2743, 'video_id': 'pjCgKNWzwnM', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 2635, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",pjCgKNWzwnM
1838,559,50015,0,CFFC,2,73,2017-11-06T13:22:02.976819-02:00,2022-12-18T01:21:20.238787-03:00,True,Audiência Pública,FISCALIZAÇÃO FINANCEIRA E CONTROLE,"Req. 431/17 - CFFC
Autor: Deputado Padre João

CONVIDADOS:

BEATRIZ DA SILVA CERQUEIRA -  Presidenta da Central Única dos Trabalhadores de Minas Gerais - CUT/MG (confirmada)

FELICIANA ALVES DO VALE SALDANHA - Diretora Estadual do Sind-UTE/MG (confirmada)

LILIANE MARIA BARBOSA DA SILVA RESENDE - Coordenadora Técnica da Subsessão do DIEESE do Sind-UTE/MG (confirmada)

JOSÉ RAMOS SOBRINHO - Aposentado no Serviço Público de Ipatinga (confirmado)

EDILENE LOBO - Advogada (confirmada)

SEBASTIÃO DE BARROS QUINTÃO - Prefeito de Ipatinga 

NARDYELLO ROCHA DE OLIVEIRA - Presidente da Câmara Municipal de Ipatinga (confirmado)

CAMILA LARANJEIRA BRITO - Coordenação Estadual do Movimento dos Atingidos por Barragens MAB",,2017-11-09T11:11:33-02:00,Comissão de Fiscalização Financeira e Controle,"Anexo II, Plenário 07",3,0,15,3,4,"[{'id': 331, 'video_id': 'QoQsZlw84LA', 'title': None, 'is_attachment': False, 'order': 0}]",QoQsZlw84LA
1839,2387,63499,0,CEXOMS,2,13,2021-10-13T18:17:02.719686-03:00,2022-12-18T00:34:09.909461-03:00,True,Audiência Pública,ENVELHECIMENTO SAUDAVEL/OMS,"Audiência Pública para debater a Continuidade do processo de formação do indivíduo em contribuição para o envelhecimento saudável.
(REQ 5/2021 CEXOMS, da deputada Angela Amin )

Convidados:
1) ANA PAULA SOHN (Confirmada)
   Coordenadora do curso de extensão da Universidade Criativa Idade
   Universidade do Vale do Itajaí - UNIVALI

2) MIRIAN GOLDEMBERG   Professora Titular
   Departamento de Antropologia Cultural e do Programa de Pós-Graduação em Sociologia e Antropologia do Instituto de Filosofia e Ciências Sociais da Universidade Federal do Rio de Janeiro.

3) SIMONE CRISTINA MACHADO (Confirmada)
   Presidente
   Associação Nacional de Gerontologia de Santa Catarina


",Formação do indivíduo em contribuição para o envelhecimento saudável,2021-10-14T10:14:55-03:00,"Comissão Externa destinada a acompanhar e debater políticas públicas voltadas ao envelhecimento saudável, se alinhando com as diretrizes da Organização Mundial de Saúde – OMS","Anexo II, Plenário 06",0,0,1,0,1,"[{'id': 2862, 'video_id': 'hhQlH9JD9yQ', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 2859, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",hhQlH9JD9yQ
